date,High
2024-05-15,0.454413105150909
2024-05-14,0.4380391597135403
2024-05-13,0.4528073720337543
2024-05-12,0.4429765358141171
2024-05-11,0.4508019547462983
2024-05-10,0.4684725495631098
2024-05-09,0.4644869586436067
2024-05-08,0.4669920184321917
2024-05-07,0.4560449029508509
2024-05-06,0.4750284268680708
2024-05-05,0.4658014398103724
2024-05-04,0.474664739872989
2024-05-03,0.4728988685442965
2024-05-02,0.4614323163875091
2024-05-01,0.4558432679591552
2024-04-30,0.4629997200755146
2024-04-29,0.4637430076776259
2024-04-28,0.4775283168472428
2024-04-27,0.4688233708157415
2024-04-26,0.4789625890841946
2024-04-25,0.4792589130299994
2024-04-24,0.5105698934502444
2024-04-23,0.5194574571949668
2024-04-22,0.5217941970936146
2024-04-21,0.512284096397035
2024-04-20,0.5071185107835334
2024-04-19,0.4748231913101132
2024-04-18,0.4599571166329894
2024-04-17,0.4644405686258252
2024-04-16,0.4767039649998107
2024-04-15,0.4939668579292848
2024-04-14,0.47681474922543
2024-04-13,0.51597569597329
2024-04-12,0.5926435262231263
2024-04-11,0.5945975309355283
2024-04-10,0.5938581960852275
2024-04-09,0.6230521275302687
2024-04-08,0.6166214078327515
2024-04-07,0.5963631325952512
2024-04-06,0.5890709244689986
2024-04-05,0.5847150277828332
2024-04-04,0.5964864002092266
2024-04-03,0.5939505629274249
2024-04-02,0.6213893551542767
2024-04-01,0.6517500967039183
2024-03-31,0.6539834261682317
2024-03-30,0.6687217881654982
2024-03-29,0.6672581931446258
2024-03-28,0.657733220409486
2024-03-27,0.670557692624975
2024-03-26,0.6825439226090231
2024-03-25,0.6672712611078085
2024-03-24,0.6480922728845158
2024-03-23,0.6387053867259627
2024-03-22,0.6424615227950554
2024-03-21,0.6475204131850739
2024-03-20,0.6428383599681349
2024-03-19,0.6645502045695696
2024-03-18,0.6967786397565117
2024-03-17,0.6871795888279739
2024-03-16,0.7334789487417935
2024-03-15,0.7610290785830303
2024-03-14,0.8061081006738464
2024-03-13,0.7710791016932871
2024-03-12,0.7730442160682256
2024-03-11,0.7860590129424668
2024-03-10,0.7433218253922557
2024-03-09,0.7458625739250035
2024-03-08,0.7540769485997014
2024-03-07,0.7540511164264881
2024-03-06,0.7536353443924463
2024-03-05,0.7788007065653774
2024-03-04,0.7979617708415796
2024-03-03,0.7412361674214235
2024-03-02,0.7627589946227401
2024-03-01,0.7183492242839791
2024-02-29,0.7034754382698294
2024-02-28,0.6578201942982302
2024-02-27,0.6293253923456072
2024-02-26,0.6218958575091582
2024-02-25,0.6008175906629875
2024-02-24,0.5998098296114902
2024-02-23,0.5949717007339922
2024-02-22,0.6075828738177264
2024-02-21,0.6224517455929983
2024-02-20,0.6393314581321301
2024-02-19,0.6373786360901199
2024-02-18,0.637450132165537
2024-02-17,0.6090177463059562
2024-02-16,0.611483634460045
2024-02-15,0.6101930358344759
2024-02-14,0.5800902554846413
2024-02-13,0.5640428434146788
2024-02-12,0.5649199951872674
2024-02-11,0.5651868685751613
2024-02-10,0.5567890405468802
2024-02-09,0.5473296128010295
2024-02-08,0.5345842367369636
2024-02-07,0.5021104740162392
2024-02-06,0.5036753158267273
2024-02-05,0.5046791142272814
2024-02-04,0.5118890761302561
2024-02-03,0.5245883301197695
2024-02-02,0.5235106981577803
2024-02-01,0.506791618089313
2024-01-31,0.5194182473109575
2024-01-30,0.535743276169989
2024-01-29,0.5274540068416278
2024-01-28,0.4996114207161627
2024-01-27,0.4897422792131545
2024-01-26,0.489705990103982
2024-01-25,0.482459719618865
2024-01-24,0.4794697711035804
2024-01-23,0.4857506583937975
2024-01-22,0.5058699153396787
2024-01-21,0.5201682061747794
2024-01-20,0.5176473985842508
2024-01-19,0.5035075314130656
2024-01-18,0.5277240680841032
2024-01-17,0.5391595575204123
2024-01-16,0.5465935642584672
2024-01-15,0.5409798368228911
2024-01-14,0.5501784129828592
2024-01-13,0.5533383437310418
2024-01-12,0.5877989275368919
2024-01-11,0.6148220769967782
2024-01-10,0.587743463957508
2024-01-09,0.5425943500184092
2024-01-08,0.5420771506913532
2024-01-07,0.5301875239771323
2024-01-06,0.542022823266868
2024-01-05,0.5718616057989849
2024-01-04,0.5776132488081002
2024-01-03,0.6179002820870729
2024-01-02,0.6355249221475755
2024-01-01,0.623636636081038
2023-12-31,0.6093511324364321
2023-12-30,0.6124041587671089
2023-12-29,0.6248387212583032
2023-12-28,0.6751333360229733
2023-12-27,0.6423097172047845
2023-12-26,0.6274323955911378
2023-12-25,0.6334789047358824
2023-12-24,0.6267041690611949
2023-12-23,0.6223751047608612
2023-12-22,0.6506935898804699
2023-12-21,0.6379059888525973
2023-12-20,0.6085096153490634
2023-12-19,0.6170585524930632
2023-12-18,0.6004184116990776
2023-12-17,0.6143945892275721
2023-12-16,0.6248142659328029
2023-12-15,0.653472916332683
2023-12-14,0.6769583164133965
2023-12-13,0.6755415199381752
2023-12-12,0.6039739731275127
2023-12-11,0.5977493076930034
2023-12-10,0.6135916241837861
2023-12-09,0.6440529937603765
2023-12-08,0.5657524922358075
2023-12-07,0.4591753960790556
2023-12-06,0.4540610815479079
2023-12-05,0.4256762732898655
2023-12-04,0.4144525273381371
2023-12-03,0.4029828558315951
2023-12-02,0.3979847776704627
2023-12-01,0.3853608788342731
2023-11-30,0.3825937279023876
2023-11-29,0.3889360923937826
2023-11-28,0.3877037195939877
2023-11-27,0.3915655029846346
2023-11-26,0.3954919170843101
2023-11-25,0.3956378707063693
2023-11-24,0.3970159273988886
2023-11-23,0.3872345915978175
