index,Start,High,Low,Volume
0,2010-07-17,0.05,0.05,0.0
1,2010-07-18,0.0858,0.0858,0.0
2,2010-07-19,0.0808,0.0808,0.0
3,2010-07-20,0.0747,0.0747,0.0
4,2010-07-21,0.0792,0.0792,0.0
5,2010-07-22,0.0505,0.0505,0.0
6,2010-07-23,0.0626,0.0626,0.0
7,2010-07-24,0.0545,0.0545,0.0
8,2010-07-25,0.0505,0.0505,0.0
9,2010-07-26,0.056,0.056,0.0
10,2010-07-27,0.06,0.06,0.0
11,2010-07-28,0.0589,0.0589,0.0
12,2010-07-29,0.0699,0.0699,0.0
13,2010-07-30,0.0627,0.0627,0.0
14,2010-07-31,0.0679,0.0679,0.0
15,2010-08-01,0.0611,0.0611,0.0
16,2010-08-02,0.06,0.06,0.0
17,2010-08-03,0.06,0.06,0.0
18,2010-08-04,0.057,0.057,0.0
19,2010-08-05,0.061,0.061,0.0
20,2010-08-06,0.0623,0.0623,0.0
21,2010-08-07,0.059,0.059,0.0
22,2010-08-08,0.0609,0.0609,0.0
23,2010-08-09,0.071,0.071,0.0
24,2010-08-10,0.07,0.07,0.0
25,2010-08-11,0.067,0.067,0.0
26,2010-08-12,0.07,0.07,0.0
27,2010-08-13,0.0645,0.0645,0.0
28,2010-08-14,0.067,0.067,0.0
29,2010-08-15,0.0653,0.0653,0.0
30,2010-08-16,0.0655,0.0655,0.0
31,2010-08-17,0.07,0.07,0.0
32,2010-08-18,0.068,0.068,0.0
33,2010-08-19,0.0667,0.0667,0.0
34,2010-08-20,0.0655,0.0655,0.0
35,2010-08-21,0.0664,0.0664,0.0
36,2010-08-22,0.066,0.066,0.0
37,2010-08-23,0.0649,0.0649,0.0
38,2010-08-24,0.065,0.065,0.0
39,2010-08-25,0.0648,0.0648,0.0
40,2010-08-26,0.064,0.064,0.0
41,2010-08-27,0.065,0.065,0.0
42,2010-08-28,0.0641,0.0641,0.0
43,2010-08-29,0.064,0.064,0.0
44,2010-08-30,0.065,0.065,0.0
45,2010-08-31,0.06,0.06,0.0
46,2010-09-01,0.0629,0.0629,0.0
47,2010-09-02,0.0634,0.0634,0.0
48,2010-09-03,0.0609,0.0609,0.0
49,2010-09-04,0.0624,0.0624,0.0
50,2010-09-05,0.0616,0.0616,0.0
51,2010-09-06,0.0616,0.0616,0.0
52,2010-09-07,0.061,0.061,0.0
53,2010-09-08,0.062,0.062,0.0
54,2010-09-09,0.0611,0.0611,0.0
55,2010-09-10,0.0618,0.0618,0.0
56,2010-09-11,0.0637,0.0637,0.0
57,2010-09-12,0.0615,0.0615,0.0
58,2010-09-13,0.0622,0.0622,0.0
59,2010-09-14,0.062,0.062,0.0
60,2010-09-15,0.0604,0.0604,0.0
61,2010-09-16,0.0619,0.0619,0.0
62,2010-09-17,0.059,0.059,0.0
63,2010-09-18,0.061,0.061,0.0
64,2010-09-19,0.0627,0.0627,0.0
65,2010-09-20,0.0621,0.0621,0.0
66,2010-09-21,0.0627,0.0627,0.0
67,2010-09-22,0.0622,0.0622,0.0
68,2010-09-23,0.0623,0.0623,0.0
69,2010-09-24,0.0622,0.0622,0.0
70,2010-09-25,0.062,0.062,0.0
71,2010-09-26,0.062,0.062,0.0
72,2010-09-27,0.0622,0.0622,0.0
73,2010-09-28,0.0619,0.0619,0.0
74,2010-09-29,0.0619,0.0619,0.0
75,2010-09-30,0.0619,0.0619,0.0
76,2010-10-01,0.062,0.062,0.0
77,2010-10-02,0.0614,0.0614,0.0
78,2010-10-03,0.0611,0.0611,0.0
79,2010-10-04,0.0613,0.0613,0.0
80,2010-10-05,0.0614,0.0614,0.0
81,2010-10-06,0.0628,0.0628,0.0
82,2010-10-07,0.067,0.067,0.0
83,2010-10-08,0.0869,0.0869,0.0
84,2010-10-09,0.0938,0.0938,0.0
85,2010-10-10,0.0965,0.0965,0.0
86,2010-10-11,0.095,0.095,0.0
87,2010-10-12,0.0949,0.0949,0.0
88,2010-10-13,0.105,0.105,0.0
89,2010-10-14,0.102,0.102,0.0
90,2010-10-15,0.105,0.105,0.0
91,2010-10-16,0.101,0.101,0.0
92,2010-10-17,0.102,0.102,0.0
93,2010-10-18,0.1024,0.1024,0.0
94,2010-10-19,0.097,0.097,0.0
95,2010-10-20,0.099,0.099,0.0
96,2010-10-21,0.107,0.107,0.0
97,2010-10-22,0.1025,0.1025,0.0
98,2010-10-23,0.1055,0.1055,0.0
99,2010-10-24,0.115,0.115,0.0
100,2010-10-25,0.132,0.132,0.0
101,2010-10-26,0.1503,0.1503,0.0
102,2010-10-27,0.1877,0.1877,0.0
103,2010-10-28,0.1731,0.1731,0.0
104,2010-10-29,0.19,0.19,0.0
105,2010-10-30,0.1989,0.1989,0.0
106,2010-10-31,0.1925,0.1925,0.0
107,2010-11-01,0.1955,0.1955,0.0
108,2010-11-02,0.1938,0.1938,0.0
109,2010-11-03,0.1931,0.1931,0.0
110,2010-11-04,0.23,0.23,0.0
111,2010-11-05,0.26,0.26,0.0
112,2010-11-06,0.39,0.39,0.0
113,2010-11-07,0.34,0.34,0.0
114,2010-11-08,0.243,0.243,0.0
115,2010-11-09,0.21,0.21,0.0
116,2010-11-10,0.24,0.24,0.0
117,2010-11-11,0.2231,0.2231,0.0
118,2010-11-12,0.2682,0.2682,0.0
119,2010-11-13,0.276,0.276,0.0
120,2010-11-14,0.279,0.279,0.0
121,2010-11-15,0.2682,0.2682,0.0
122,2010-11-16,0.223,0.223,0.0
123,2010-11-17,0.2299,0.2299,0.0
124,2010-11-18,0.2678,0.2678,0.0
125,2010-11-19,0.28,0.28,0.0
126,2010-11-20,0.283,0.283,0.0
127,2010-11-21,0.2768,0.2768,0.0
128,2010-11-22,0.2879,0.2879,0.0
129,2010-11-23,0.283,0.283,0.0
130,2010-11-24,0.283,0.283,0.0
131,2010-11-25,0.28,0.28,0.0
132,2010-11-26,0.2844,0.2844,0.0
133,2010-11-27,0.283,0.283,0.0
134,2010-11-28,0.27,0.27,0.0
135,2010-11-29,0.2299,0.2299,0.0
136,2010-11-30,0.2082,0.2082,0.0
137,2010-12-01,0.2275,0.2275,0.0
138,2010-12-02,0.255,0.255,0.0
139,2010-12-03,0.2511,0.2511,0.0
140,2010-12-04,0.205,0.205,0.0
141,2010-12-05,0.19,0.19,0.0
142,2010-12-06,0.204,0.204,0.0
143,2010-12-07,0.233,0.233,0.0
144,2010-12-08,0.2388,0.2388,0.0
145,2010-12-09,0.2,0.2,0.0
146,2010-12-10,0.204,0.204,0.0
147,2010-12-11,0.228,0.228,0.0
148,2010-12-12,0.22,0.22,0.0
149,2010-12-13,0.2299,0.2299,0.0
150,2010-12-14,0.2467,0.2467,0.0
151,2010-12-15,0.238,0.238,0.0
152,2010-12-16,0.25,0.25,0.0
153,2010-12-17,0.24,0.24,0.0
154,2010-12-18,0.241,0.241,0.0
155,2010-12-19,0.2401,0.2401,0.0
156,2010-12-20,0.267,0.267,0.0
157,2010-12-21,0.24,0.24,0.0
158,2010-12-22,0.25,0.25,0.0
159,2010-12-23,0.25,0.25,0.0
160,2010-12-24,0.248,0.248,0.0
161,2010-12-25,0.2499,0.2499,0.0
162,2010-12-26,0.265,0.265,0.0
163,2010-12-27,0.265,0.265,0.0
164,2010-12-28,0.281,0.281,0.0
165,2010-12-29,0.3,0.3,0.0
166,2010-12-30,0.3,0.3,0.0
167,2010-12-31,0.3,0.3,0.0
168,2011-01-01,0.3,0.3,0.0
169,2011-01-02,0.3,0.3,0.0
170,2011-01-03,0.295,0.295,0.0
171,2011-01-04,0.299,0.299,0.0
172,2011-01-05,0.299,0.299,0.0
173,2011-01-06,0.298,0.298,0.0
174,2011-01-07,0.32,0.32,0.0
175,2011-01-08,0.3229,0.3229,0.0
176,2011-01-09,0.323,0.323,0.0
177,2011-01-10,0.3266,0.3266,0.0
178,2011-01-11,0.3266,0.3266,0.0
179,2011-01-12,0.3188,0.3188,0.0
180,2011-01-13,0.3176,0.3176,0.0
181,2011-01-14,0.4,0.4,0.0
182,2011-01-15,0.386,0.386,0.0
183,2011-01-16,0.3868,0.3868,0.0
184,2011-01-17,0.3495,0.3495,0.0
185,2011-01-18,0.313,0.313,0.0
186,2011-01-19,0.313,0.313,0.0
187,2011-01-20,0.39,0.39,0.0
188,2011-01-21,0.4199,0.4199,0.0
189,2011-01-22,0.4443,0.4443,0.0
190,2011-01-23,0.4424,0.4424,0.0
191,2011-01-24,0.4199,0.4199,0.0
192,2011-01-25,0.41,0.41,0.0
193,2011-01-26,0.417,0.417,0.0
194,2011-01-27,0.4212,0.4212,0.0
195,2011-01-28,0.446,0.446,0.0
196,2011-01-29,0.439,0.439,0.0
197,2011-01-30,0.4799,0.4799,0.0
198,2011-01-31,0.52,0.52,0.0
199,2011-02-01,0.7,0.7,0.0
200,2011-02-02,0.716,0.716,0.0
201,2011-02-03,0.69,0.69,0.0
202,2011-02-04,0.811,0.811,0.0
203,2011-02-05,0.92,0.92,0.0
204,2011-02-06,0.8997,0.8997,0.0
205,2011-02-07,0.89,0.89,0.0
206,2011-02-08,0.918,0.918,0.0
207,2011-02-09,1.09,1.09,0.0
208,2011-02-10,0.9803,0.9803,0.0
209,2011-02-11,1.07,1.07,0.0
210,2011-02-12,1.0799,1.0799,0.0
211,2011-02-13,1.05,1.05,0.0
212,2011-02-14,1.07,1.07,0.0
213,2011-02-15,1.05,1.05,0.0
214,2011-02-16,1.045,1.045,0.0
215,2011-02-17,1.04,1.04,0.0
216,2011-02-18,0.8989,0.8989,0.0
217,2011-02-19,0.949,0.949,0.0
218,2011-02-20,0.85,0.85,0.0
219,2011-02-21,0.8345,0.8345,0.0
220,2011-02-22,0.8702,0.8702,0.0
221,2011-02-23,0.9,0.9,0.0
222,2011-02-24,0.9974,0.9974,0.0
223,2011-02-25,0.9111,0.9111,0.0
224,2011-02-26,0.958,0.958,0.0
225,2011-02-27,0.89,0.89,0.0
226,2011-02-28,0.86,0.86,0.0
227,2011-03-01,0.9202,0.9202,0.0
228,2011-03-02,0.9399,0.9399,0.0
229,2011-03-03,0.9391,0.9391,0.0
230,2011-03-04,0.901,0.901,0.0
231,2011-03-05,0.9103,0.9103,0.0
232,2011-03-06,0.8999,0.8999,0.0
233,2011-03-07,0.885,0.885,0.0
234,2011-03-08,0.87,0.87,0.0
235,2011-03-09,0.8645,0.8645,0.0
236,2011-03-10,0.9329,0.9329,0.0
237,2011-03-11,0.88,0.88,0.0
238,2011-03-12,0.918,0.918,0.0
239,2011-03-13,0.8925,0.8925,0.0
240,2011-03-14,0.8949,0.8949,0.0
241,2011-03-15,0.87,0.87,0.0
242,2011-03-16,0.86,0.86,0.0
243,2011-03-17,0.8254,0.8254,0.0
244,2011-03-18,0.8165,0.8165,0.0
245,2011-03-19,0.765,0.765,0.0
246,2011-03-20,0.7411,0.7411,0.0
247,2011-03-21,0.759,0.759,0.0
248,2011-03-22,0.809,0.809,0.0
249,2011-03-23,0.8497,0.8497,0.0
250,2011-03-24,0.8669,0.8669,0.0
251,2011-03-25,0.8838,0.8838,0.0
252,2011-03-26,0.8552,0.8552,0.0
253,2011-03-27,0.82,0.82,0.0
254,2011-03-28,0.799,0.799,0.0
255,2011-03-29,0.7925,0.7925,0.0
256,2011-03-30,0.7897,0.7897,0.0
257,2011-03-31,0.7846,0.7846,0.0
258,2011-04-01,0.7741,0.7741,0.0
259,2011-04-02,0.782,0.782,0.0
260,2011-04-03,0.779,0.779,0.0
261,2011-04-04,0.68,0.68,0.0
262,2011-04-05,0.71,0.71,0.0
263,2011-04-06,0.74,0.74,0.0
264,2011-04-07,0.7538,0.7538,0.0
265,2011-04-08,0.75,0.75,0.0
266,2011-04-09,0.73,0.73,0.0
267,2011-04-10,0.7369,0.7369,0.0
268,2011-04-11,0.77,0.77,0.0
269,2011-04-12,0.86,0.86,0.0
270,2011-04-13,0.9225,0.9225,0.0
271,2011-04-14,1.0,1.0,0.0
272,2011-04-15,0.9899,0.9899,0.0
273,2011-04-16,1.0499,1.0499,0.0
274,2011-04-17,1.1123,1.1123,0.0
275,2011-04-18,1.162,1.162,0.0
276,2011-04-19,1.1979,1.1979,0.0
277,2011-04-20,1.1421,1.1421,0.0
278,2011-04-21,1.21,1.21,0.0
279,2011-04-22,1.409,1.409,0.0
280,2011-04-23,1.7001,1.7001,0.0
281,2011-04-24,1.6301,1.6301,0.0
282,2011-04-25,1.559,1.559,0.0
283,2011-04-26,1.7949,1.7949,0.0
284,2011-04-27,1.9,1.9,0.0
285,2011-04-28,2.2106,2.2106,0.0
286,2011-04-29,2.88,2.88,0.0
287,2011-04-30,3.5,3.5,0.0
288,2011-05-01,3.0331,3.0331,0.0
289,2011-05-02,3.2,3.2,0.0
290,2011-05-03,3.41,3.41,0.0
291,2011-05-04,3.4061,3.4061,0.0
292,2011-05-05,3.333,3.333,0.0
293,2011-05-06,3.45,3.45,0.0
294,2011-05-07,3.641,3.641,0.0
295,2011-05-08,3.8659,3.8659,0.0
296,2011-05-09,3.8,3.8,0.0
297,2011-05-10,5.81,5.81,0.0
298,2011-05-11,5.5,5.5,0.0
299,2011-05-12,6.3002,6.3002,0.0
300,2011-05-13,8.198,8.198,0.0
301,2011-05-14,7.1977,7.1977,0.0
302,2011-05-15,6.987,6.987,0.0
303,2011-05-16,8.0339,8.0339,0.0
304,2011-05-17,7.19,7.19,0.0
305,2011-05-18,6.88,6.88,0.0
306,2011-05-19,6.805,6.805,0.0
307,2011-05-20,5.5904,5.5904,0.0
308,2011-05-21,6.1197,6.1197,0.0
309,2011-05-22,6.6901,6.6901,0.0
310,2011-05-23,7.1499,7.1499,0.0
311,2011-05-24,7.42,7.42,0.0
312,2011-05-25,8.3997,8.3997,0.0
313,2011-05-26,8.798,8.798,0.0
314,2011-05-27,8.5002,8.5002,0.0
315,2011-05-28,8.3001,8.3001,0.0
316,2011-05-29,8.4299,8.4299,0.0
317,2011-05-30,8.8,8.8,0.0
318,2011-05-31,8.741,8.741,0.0
319,2011-06-01,9.57,9.57,0.0
320,2011-06-02,10.6,10.6,0.0
321,2011-06-03,14.29,14.29,0.0
322,2011-06-04,18.89,18.89,0.0
323,2011-06-05,16.7,16.7,0.0
324,2011-06-06,18.5499,18.5499,0.0
325,2011-06-07,23.9234,23.9234,0.0
326,2011-06-08,29.6,29.6,0.0
327,2011-06-09,28.919,28.919,0.0
328,2011-06-10,23.9497,23.9497,0.0
329,2011-06-11,14.6511,14.6511,0.0
330,2011-06-12,18.5464,18.5464,0.0
331,2011-06-13,19.84,19.84,0.0
332,2011-06-14,19.28,19.28,0.0
333,2011-06-15,19.49,19.49,0.0
334,2011-06-16,17.0,17.0,0.0
335,2011-06-17,15.681,15.681,0.0
336,2011-06-18,16.89,16.89,0.0
337,2011-06-19,17.51,17.51,0.0
338,2011-06-20,17.51,17.51,0.0
339,2011-06-21,17.51,17.51,0.0
340,2011-06-22,17.51,17.51,0.0
341,2011-06-23,17.51,17.51,0.0
342,2011-06-24,17.51,17.51,0.0
343,2011-06-25,17.51,17.51,0.0
344,2011-06-26,16.45,16.45,0.0
345,2011-06-27,16.75,16.75,0.0
346,2011-06-28,16.9498,16.9498,0.0
347,2011-06-29,16.845,16.845,0.0
348,2011-06-30,16.101,16.101,0.0
349,2011-07-01,15.397,15.397,0.0
350,2011-07-02,15.4,15.4,0.0
351,2011-07-03,15.4405,15.4405,0.0
352,2011-07-04,13.86,13.86,0.0
353,2011-07-05,12.9069,12.9069,0.0
354,2011-07-06,14.7835,14.7835,0.0
355,2011-07-07,14.7761,14.7761,0.0
356,2011-07-08,14.314,14.314,0.0
357,2011-07-09,14.38,14.38,0.0
358,2011-07-10,14.9,14.9,0.0
359,2011-07-11,14.2091,14.2091,0.0
360,2011-07-12,14.0094,14.0094,0.0
361,2011-07-13,13.951,13.951,0.0
362,2011-07-14,13.99,13.99,0.0
363,2011-07-15,13.81,13.81,0.0
364,2011-07-16,13.7191,13.7191,0.0
365,2011-07-17,13.16,13.16,0.0
366,2011-07-18,13.48,13.48,0.0
367,2011-07-19,13.8502,13.8502,0.0
368,2011-07-20,13.6894,13.6894,0.0
369,2011-07-21,13.61,13.61,0.0
370,2011-07-22,13.6954,13.6954,0.0
371,2011-07-23,13.68,13.68,0.0
372,2011-07-24,13.98,13.98,0.0
373,2011-07-25,14.0478,14.0478,0.0
374,2011-07-26,13.8821,13.8821,0.0
375,2011-07-27,13.9394,13.9394,0.0
376,2011-07-28,13.4901,13.4901,0.0
377,2011-07-29,13.4983,13.4983,0.0
378,2011-07-30,13.5303,13.5303,0.0
379,2011-07-31,13.35,13.35,0.0
380,2011-08-01,13.0946,13.0946,0.0
381,2011-08-02,12.05,12.05,0.0
382,2011-08-03,9.26,9.26,0.0
383,2011-08-04,10.75,10.75,0.0
384,2011-08-05,9.7999,9.7999,0.0
385,2011-08-06,6.55,6.55,0.0
386,2011-08-07,7.9,7.9,0.0
387,2011-08-08,7.7999,7.7999,0.0
388,2011-08-09,9.99,9.99,0.0
389,2011-08-10,9.98,9.98,0.0
390,2011-08-11,9.4625,9.4625,0.0
391,2011-08-12,9.4605,9.4605,0.0
392,2011-08-13,10.131,10.131,0.0
393,2011-08-14,10.7957,10.7957,0.0
394,2011-08-15,11.1498,11.1498,0.0
395,2011-08-16,10.9641,10.9641,0.0
396,2011-08-17,10.9456,10.9456,0.0
397,2011-08-18,10.83,10.83,0.0
398,2011-08-19,11.65,11.65,0.0
399,2011-08-20,11.453,11.453,0.0
400,2011-08-21,11.3113,11.3113,0.0
401,2011-08-22,10.895,10.895,0.0
402,2011-08-23,10.94,10.94,0.0
403,2011-08-24,10.8506,10.8506,0.0
404,2011-08-25,9.657,9.657,0.0
405,2011-08-26,8.1794,8.1794,0.0
406,2011-08-27,8.5902,8.5902,0.0
407,2011-08-28,9.0701,9.0701,0.0
408,2011-08-29,8.969,8.969,0.0
409,2011-08-30,8.7913,8.7913,0.0
410,2011-08-31,8.1995,8.1995,0.0
411,2011-09-01,8.21,8.21,0.0
412,2011-09-02,8.64,8.64,0.0
413,2011-09-03,8.48,8.48,0.0
414,2011-09-04,8.178,8.178,0.0
415,2011-09-05,7.611,7.611,0.0
416,2011-09-06,6.8628,6.8628,0.0
417,2011-09-07,7.1864,7.1864,0.0
418,2011-09-08,6.53,6.53,0.0
419,2011-09-09,5.03,5.03,0.0
420,2011-09-10,4.7739,4.7739,0.0
421,2011-09-11,5.8644,5.8644,0.0
422,2011-09-12,6.078,6.078,0.0
423,2011-09-13,5.8,5.8,0.0
424,2011-09-14,5.6193,5.6193,0.0
425,2011-09-15,4.84,4.84,0.0
426,2011-09-16,4.82,4.82,0.0
427,2011-09-17,4.77,4.77,0.0
428,2011-09-18,5.2,5.2,0.0
429,2011-09-19,5.46,5.46,0.0
430,2011-09-20,6.1119,6.1119,0.0
431,2011-09-21,5.6114,5.6114,0.0
432,2011-09-22,5.4278,5.4278,0.0
433,2011-09-23,5.5451,5.5451,0.0
434,2011-09-24,5.4683,5.4683,0.0
435,2011-09-25,5.33,5.33,0.0
436,2011-09-26,4.8697,4.8697,0.0
437,2011-09-27,4.9156,4.9156,0.0
438,2011-09-28,4.7725,4.7725,0.0
439,2011-09-29,4.7794,4.7794,0.0
440,2011-09-30,5.1401,5.1401,0.0
441,2011-10-01,5.0324,5.0324,0.0
442,2011-10-02,5.027,5.027,0.0
443,2011-10-03,5.024,5.024,0.0
444,2011-10-04,4.96,4.96,0.0
445,2011-10-05,4.87,4.87,0.0
446,2011-10-06,4.7344,4.7344,0.0
447,2011-10-07,4.2728,4.2728,0.0
448,2011-10-08,4.0075,4.0075,0.0
449,2011-10-09,4.1029,4.1029,0.0
450,2011-10-10,4.1,4.1,0.0
451,2011-10-11,3.9308,3.9308,0.0
452,2011-10-12,4.15,4.15,0.0
453,2011-10-13,4.0462,4.0462,0.0
454,2011-10-14,3.9879,3.9879,0.0
455,2011-10-15,3.8421,3.8421,0.0
456,2011-10-16,3.557,3.557,0.0
457,2011-10-17,2.56,2.56,0.0
458,2011-10-18,2.419,2.419,0.0
459,2011-10-19,2.27,2.27,0.0
460,2011-10-20,2.348,2.348,0.0
461,2011-10-21,2.57,2.57,0.0
462,2011-10-22,3.1588,3.1588,0.0
463,2011-10-23,3.17,3.17,0.0
464,2011-10-24,2.545,2.545,0.0
465,2011-10-25,2.77,2.77,0.0
466,2011-10-26,2.773,2.773,0.0
467,2011-10-27,3.04,3.04,0.0
468,2011-10-28,3.19,3.19,0.0
469,2011-10-29,3.5811,3.5811,0.0
470,2011-10-30,3.27,3.27,0.0
471,2011-10-31,3.248,3.248,0.0
472,2011-11-01,3.15,3.15,0.0
473,2011-11-02,3.2543,3.2543,0.0
474,2011-11-03,3.152,3.152,0.0
475,2011-11-04,3.109,3.109,0.0
476,2011-11-05,2.97,2.97,0.0
477,2011-11-06,2.9596,2.9596,0.0
478,2011-11-07,3.0068,3.0068,0.0
479,2011-11-08,3.035,3.035,0.0
480,2011-11-09,2.95,2.95,0.0
481,2011-11-10,2.8399,2.8399,0.0
482,2011-11-11,3.08,3.08,0.0
483,2011-11-12,3.031,3.031,0.0
484,2011-11-13,2.9969,2.9969,0.0
485,2011-11-14,2.22,2.22,0.0
486,2011-11-15,2.329,2.329,0.0
487,2011-11-16,2.5604,2.5604,0.0
488,2011-11-17,2.25,2.25,0.0
489,2011-11-18,2.05,2.05,0.0
490,2011-11-19,2.1959,2.1959,0.0
491,2011-11-20,2.2,2.2,0.0
492,2011-11-21,2.294,2.294,0.0
493,2011-11-22,2.3289,2.3289,0.0
494,2011-11-23,2.3321,2.3321,0.0
495,2011-11-24,2.4321,2.4321,0.0
496,2011-11-25,2.5061,2.5061,0.0
497,2011-11-26,2.47,2.47,0.0
498,2011-11-27,2.4799,2.4799,0.0
499,2011-11-28,2.55,2.55,0.0
500,2011-11-29,2.7502,2.7502,0.0
501,2011-11-30,2.9701,2.9701,0.0
502,2011-12-01,3.06,3.06,0.0
503,2011-12-02,3.1151,3.1151,0.0
504,2011-12-03,2.794,2.794,0.0
505,2011-12-04,2.8281,2.8281,0.0
506,2011-12-05,2.8798,2.8798,0.0
507,2011-12-06,3.03,3.03,0.0
508,2011-12-07,2.99,2.99,0.0
509,2011-12-08,2.98,2.98,0.0
510,2011-12-09,2.97,2.97,0.0
511,2011-12-10,3.05,3.05,0.0
512,2011-12-11,3.2511,3.2511,0.0
513,2011-12-12,3.135,3.135,0.0
514,2011-12-13,3.2499,3.2499,0.0
515,2011-12-14,3.15,3.15,0.0
516,2011-12-15,3.2,3.2,0.0
517,2011-12-16,3.2,3.2,0.0
518,2011-12-17,3.2001,3.2001,0.0
519,2011-12-18,3.193,3.193,0.0
520,2011-12-19,3.5202,3.5202,0.0
521,2011-12-20,3.95,3.95,0.0
522,2011-12-21,3.89,3.89,0.0
523,2011-12-22,3.8901,3.8901,0.0
524,2011-12-23,3.9468,3.9468,0.0
525,2011-12-24,3.94,3.94,0.0
526,2011-12-25,4.225,4.225,0.0
527,2011-12-26,4.018,4.018,0.0
528,2011-12-27,4.07,4.07,0.0
529,2011-12-28,4.1855,4.1855,0.0
530,2011-12-29,4.166,4.166,0.0
531,2011-12-30,4.248,4.248,0.0
532,2011-12-31,4.722,4.722,0.0
533,2012-01-01,5.2677,5.2677,0.0
534,2012-01-02,5.2168,5.2168,0.0
535,2012-01-03,4.8808,4.8808,0.0
536,2012-01-04,5.5738,5.5738,0.0
537,2012-01-05,6.9476,6.9476,0.0
538,2012-01-06,6.6969,6.6969,0.0
539,2012-01-07,6.81,6.81,0.0
540,2012-01-08,7.1136,7.1136,0.0
541,2012-01-09,6.3257,6.3257,0.0
542,2012-01-10,6.36,6.36,0.0
543,2012-01-11,6.9,6.9,0.0
544,2012-01-12,6.8,6.8,0.0
545,2012-01-13,6.41,6.41,0.0
546,2012-01-14,6.75,6.75,0.0
547,2012-01-15,7.0018,7.0018,0.0
548,2012-01-16,6.6825,6.6825,0.0
549,2012-01-17,5.6,5.6,0.0
550,2012-01-18,5.92,5.92,0.0
551,2012-01-19,6.3598,6.3598,0.0
552,2012-01-20,6.4898,6.4898,0.0
553,2012-01-21,6.18,6.18,0.0
554,2012-01-22,6.3097,6.3097,0.0
555,2012-01-23,6.356,6.356,0.0
556,2012-01-24,6.2898,6.2898,0.0
557,2012-01-25,5.75,5.75,0.0
558,2012-01-26,5.34,5.34,0.0
559,2012-01-27,5.292,5.292,0.0
560,2012-01-28,5.6267,5.6267,0.0
561,2012-01-29,5.3809,5.3809,0.0
562,2012-01-30,5.4905,5.4905,0.0
563,2012-01-31,5.4838,5.4838,0.0
564,2012-02-01,6.0756,6.0756,0.0
565,2012-02-02,6.1,6.1,0.0
566,2012-02-03,5.9593,5.9593,0.0
567,2012-02-04,5.8734,5.8734,0.0
568,2012-02-05,5.6888,5.6888,0.0
569,2012-02-06,5.4535,5.4535,0.0
570,2012-02-07,5.69,5.69,0.0
571,2012-02-08,5.6,5.6,0.0
572,2012-02-09,5.83,5.83,0.0
573,2012-02-10,5.9126,5.9126,0.0
574,2012-02-11,5.6005,5.6005,0.0
575,2012-02-12,5.5147,5.5147,0.0
576,2012-02-13,5.26,5.26,0.0
577,2012-02-14,4.4629,4.4629,0.0
578,2012-02-15,4.3251,4.3251,0.0
579,2012-02-16,4.2739,4.2739,0.0
580,2012-02-17,4.41,4.41,0.0
581,2012-02-18,4.222,4.222,0.0
582,2012-02-19,4.3867,4.3867,0.0
583,2012-02-20,4.3615,4.3615,0.0
584,2012-02-21,4.272,4.272,0.0
585,2012-02-22,4.4247,4.4247,0.0
586,2012-02-23,5.015,5.015,0.0
587,2012-02-24,5.0288,5.0288,0.0
588,2012-02-25,4.773,4.773,0.0
589,2012-02-26,4.922,4.922,0.0
590,2012-02-27,4.956,4.956,0.0
591,2012-02-28,4.868,4.868,0.0
592,2012-02-29,4.86,4.86,0.0
593,2012-03-01,4.9213,4.9213,0.0
594,2012-03-02,4.705,4.705,0.0
595,2012-03-03,4.6144,4.6144,0.0
596,2012-03-04,4.82,4.82,0.0
597,2012-03-05,4.9843,4.9843,0.0
598,2012-03-06,4.9901,4.9901,0.0
599,2012-03-07,4.9375,4.9375,0.0
600,2012-03-08,4.9302,4.9302,0.0
601,2012-03-09,4.8611,4.8611,0.0
602,2012-03-10,4.8332,4.8332,0.0
603,2012-03-11,4.91,4.91,0.0
604,2012-03-12,4.8901,4.8901,0.0
605,2012-03-13,5.27,5.27,0.0
606,2012-03-14,5.38,5.38,0.0
607,2012-03-15,5.3266,5.3266,0.0
608,2012-03-16,5.3439,5.3439,0.0
609,2012-03-17,5.2159,5.2159,0.0
610,2012-03-18,5.2794,5.2794,0.0
611,2012-03-19,4.6939,4.6939,0.0
612,2012-03-20,4.8379,4.8379,0.0
613,2012-03-21,4.8149,4.8149,0.0
614,2012-03-22,4.7043,4.7043,0.0
615,2012-03-23,4.686,4.686,0.0
616,2012-03-24,4.676,4.676,0.0
617,2012-03-25,4.55,4.55,0.0
618,2012-03-26,4.6191,4.6191,0.0
619,2012-03-27,4.8113,4.8113,0.0
620,2012-03-28,4.788,4.788,0.0
621,2012-03-29,4.8084,4.8084,0.0
622,2012-03-30,4.86,4.86,0.0
623,2012-03-31,4.9087,4.9087,0.0
624,2012-04-01,4.827,4.827,0.0
625,2012-04-02,4.974,4.974,0.0
626,2012-04-03,4.952,4.952,0.0
627,2012-04-04,4.9101,4.9101,0.0
628,2012-04-05,4.919,4.919,0.0
629,2012-04-06,4.9499,4.9499,0.0
630,2012-04-07,4.6872,4.6872,0.0
631,2012-04-08,4.7925,4.7925,0.0
632,2012-04-09,4.8719,4.8719,0.0
633,2012-04-10,4.8367,4.8367,0.0
634,2012-04-11,4.9279,4.9279,0.0
635,2012-04-12,4.9197,4.9197,0.0
636,2012-04-13,4.94,4.94,0.0
