id;date;hashtags;user_verified;is_retweet;Is_old_User;user_important
329;2021-02-10;['btc', 'bitcoin'];0;0;1;0
330;2021-02-10;['btc', 'bitcoin', 'usd'];0;0;1;0
331;2021-02-10;['Hoskinson', 'Apple', 'Oracle', 'Partnership', 'AppleIOS', 'ecosystem'];0;0;0;0
332;2021-02-10;['CryptoNews', 'blockchain', 'BTC', 'InCryptoWeTrust', 'Bitcoin', 'ETH', 'dogearmy'];0;0;1;0
333;2021-02-10;['BTC', 'cryptotwitter'];0;0;0;0
334;2021-02-10;['YieldFarming', 'DeFi'];0;0;1;1
335;2021-02-10;['btc', 'bitcoin'];0;0;1;1
336;2021-02-10;['BITCOIN'];0;0;1;1
337;2021-02-10;['STX'];0;0;1;0
338;2021-02-10;['YieldFarming', 'DeFi', 'cryptocurrencies'];0;0;1;1
339;2021-02-10;['btc', 'Bitcoin', 'BTC'];0;0;1;0
340;2021-02-10;['bitcoin', 'btc'];0;0;0;0
341;2021-02-10;['Ad', 'cryptocurrency', 'Giveaway', 'Airdrop'];0;0;1;0
342;2021-02-10;['Ethereum', 'Bitcoin', 'BTC'];0;0;1;0
343;2021-02-10;['GRTUSDT', 'CryptoParos'];0;0;0;0
344;2021-02-10;['BitCoin', 'GamerHashCom', 'ILLYWHATSNEXT'];0;0;1;0
345;2021-02-10;['Huobi', 'AKRO'];0;0;1;0
346;2021-02-10;['BTC', 'ethusd', 'ethusdt', 'ethbtc', 'bitcoin', 'btcusd'];0;0;1;0
347;2021-02-10;['Bitcoin', 'BTC', 'Cryptocurency'];0;0;0;0
348;2021-02-10;['YieldFarming', 'DeFi', 'cryptocurrencies'];0;0;1;1
349;2021-02-10;['btc', 'bitcoinnews', 'bitcoin'];0;0;1;0
350;2021-02-10;['Bitcoin', 'BTC', 'bitcoins'];0;0;1;0
351;2021-02-10;['cryptocurrency', 'btc', 'bitcoin', 'eth', 'crypto', 'blockchain', 'kriptopara', 'trading', 'ethereum'];0;0;1;0
352;2021-02-10;['AVAX', 'Binance', 'BTC', 'BSC', 'paribu', 'btcturk', '1INCH', 'hedef'];0;0;0;0
353;2021-02-10;['bitcoin', 'btc', 'BTCUSD'];0;0;1;0
354;2021-02-10;['bitcoin', 'donation', 'help', 'feed', 'animals', 'cats', 'birds', 'dogs', 'btc'];0;0;1;0
355;2021-02-10;['Bitcoin', 'BTC', 'DOGE'];0;0;1;0
356;2021-02-10;['Bitcoin', 'crypto', 'BTC'];0;0;1;0
357;2021-02-10;['Bitcoin', 'BTC'];0;0;1;0
358;2021-02-10;['NFT'];0;0;0;0
359;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
360;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
361;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
362;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
363;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
364;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
365;2021-02-10;['NFT'];0;0;0;0
366;2021-02-10;['crypto', 'btc', 'bitcoin'];0;0;1;0
367;2021-02-10;['Mastercard', 'btc', 'bitcoin'];0;0;1;1
368;2021-02-10;['Bitcoin', 'BTC'];0;0;1;1
369;2021-02-10;['crypto', 'rich', 'money', 'btc', 'bitcoin'];0;0;0;0
370;2021-02-10;['btc', 'bitcoin', 'Ethereum', 'ETH', 'dogecoin', 'Cardano', 'ada', 'Solana', 'sol', 'VeChain', 'VET', 'VeThor', 'VTHO'];0;0;1;0
371;2021-02-10;['Bitcoin', 'BTC', 'dogeto1dollar'];0;0;1;0
372;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
373;2021-02-10;['BTC', 'Bitcoin'];0;0;1;1
374;2021-02-10;['FreeBitcoin', 'Bitcoin', 'BTC', 'Bitcoinmining', 'ElonMusk', 'btcturk', 'Crypto', 'CryptoTab'];0;0;1;1
375;2021-02-10;['cryptocurrency'];0;0;1;0
376;2021-02-10;['ethereum', 'bitcoin', 'crypto', 'btc'];0;0;1;1
377;2021-02-10;['Tether', 'MarketCap', 'Bitcoin', 'BTC', 'Cryptocurrency'];0;0;1;0
378;2021-02-10;['Binance', 'BTC', 'Bitcoin'];0;0;0;0
379;2021-02-10;['Dogecoin', 'Doge', 'Bitcoin'];0;0;0;0
380;2021-02-10;['BTC'];0;0;0;0
381;2021-02-10;['Bitcoin', 'BTC', 'CryptoNews', 'cryptocurrency'];0;0;0;0
382;2021-02-10;['bitcoin', 'btc'];0;0;1;0
383;2021-02-10;['Bitcoin'];0;0;0;0
384;2021-02-10;['Bitcoin', 'BTC'];0;0;0;0
385;2021-02-10;['ZRX', '0x', 'cryptoart', 'cryptotwitter', 'cryptocurrency', 'altcoin', 'ALTSEASON', 'crypto', 'cryptotwitter'];0;0;1;0
386;2021-02-10;['btc', 'bitcoin'];0;0;0;0
387;2021-02-10;['BTC', 'Bitcoin'];0;0;1;0
388;2021-02-10;['BTC', 'Crypto', 'DigitalCurrency', 'Bitcoin', 'Vcoin', 'TBB', 'Future'];0;0;0;0
389;2021-02-10;['BTC'];0;0;1;0
390;2021-02-10;['USDJPY'];0;0;0;0
391;2021-02-10;['Bitcoin', 'BTC'];1;0;1;1
392;2021-02-10;['YFI'];0;0;0;0
393;2021-02-10;['BTC', 'BitCorn', 'Bitcoin', 'addMe'];0;0;0;0
394;2021-02-10;['Bitcoin', 'BTC'];0;0;1;0
395;2021-02-10;['btc', 'Bitcoin'];0;0;0;0
396;2021-02-10;['BTC', 'Bitcoin'];0;0;1;0
397;2021-02-10;['Mastercard', 'Payments', 'Crypto', 'Bitcoin', 'BTC'];0;0;1;0
398;2021-02-10;['Bitcoin', 'blockchaintechnology'];0;0;1;0
399;2021-02-10;['BSV', 'BTC', 'BCH', 'Bitcoin'];0;0;1;0
400;2021-02-10;['bitcoin', 'SharkTank', 'BTC'];0;0;1;0
401;2021-02-10;['btc'];0;0;1;1
402;2021-02-10;['Bitcoin', 'BTC'];0;0;1;0
403;2021-02-10;['Crypto'];0;0;0;0
404;2021-02-10;['bitcoin', 'btc'];0;0;0;0
