id;date;hashtags;user_verified;is_retweet;Is_old_User;user_important
305;2021-02-10;['Bitcoin', 'Truth', 'Crypto', 'Btc', 'SPX', 'Investing'];0;0;1;1
306;2021-02-10;['bitcoin', 'BTC'];0;0;1;0
307;2021-02-10;['blockstack', 'Bitcoin', 'BTC'];0;0;1;0
308;2021-02-10;['Bitcoin', 'Cardano', 'BTC'];0;0;0;0
309;2021-02-10;['Cryptocurrencies', 'Bitcoin', 'ETH', 'XRP', 'ADA', 'DOT', 'LINK', 'BNB', 'BTC', 'BSC', 'DeFi'];0;0;1;0
310;2021-02-10;['RSRBTC', 'rsr', 'rsrbtc', 'rsrusdt', 'btc'];0;0;0;0
311;2021-02-10;['Bitcoin', 'BTC', 'ForThePeople', 'WSB', 'BANG'];0;0;1;0
312;2021-02-10;['bidcoin', 'reward', 'FREE', 'play'];0;0;1;0
313;2021-02-10;['CRYPTOCURRENCY', 'CryptoNews', 'cryptotrading'];0;0;0;0
314;2021-02-10;['cryptocurrency', 'HODL', 'hold', 'bitcoin', 'btc', 'Ethereum', 'eth', 'DOGE', 'Cardano', 'Ripple', 'LINK'];0;0;0;0
315;2021-02-10;['Bitcoin', 'FX', 'BTC', 'crypto'];0;0;1;0
316;2021-02-10;['Apple', 'Tesla', 'Bitcoin', 'bttcoin', 'BTC', 'Crypto', 'cryptocurrency'];0;0;0;0
317;2021-02-10;['BTC', 'Bitcoin', 'crypto'];0;0;1;0
318;2021-02-10;['Bitcoin'];0;0;1;0
319;2021-02-10;['sectors', 'bold', 'hedge', 'fintwit', 'finance', 'StocksToBuy'];0;0;0;0
320;2021-02-10;['NEO3', 'btc', 'bitcoin', 'Binance', 'coinbase'];0;0;0;0
321;2021-02-10;['btc', 'Bitcoin', 'cryptocurrency', 'dollar', 'ม็อบ10กุมภา', 'الامتحانات_خطر_ياريس', 'CoppaItalia'];0;0;1;0
322;2021-02-10;['Bitcoin', 'BTC', 'BNB'];0;0;1;0
323;2021-02-10;['Bitcoin', 'Bitcoin', 'BTC', 'Ethereum', 'DOGE'];0;0;0;0
324;2021-02-10;['Bitcoin', 'BTC', 'DogecoinRise'];0;0;1;0
325;2021-02-10;['BTC', 'Bitcoin', 'Ethereum', 'ETH'];0;0;1;0
326;2021-02-10;['bitcoin'];0;0;0;0
327;2021-02-10;['BTC', 'Bitcoin'];0;0;0;0
328;2021-02-10;['BTC'];0;0;1;0
